run number;step;mean norm-perception;SD;median norm-perception;iqr;q1;q3;agent 1;agent 2;agent 3;agent 4;agent 5;agent 6;agent 7;agent 8;agent 9;agent 10;agent 11;agent 12;agent 13;agent 14;agent 15;agent 16;agent 17;agent 18;agent 19;agent 20;agent 21;agent 22;agent 23;agent 24;agent 25;agent 26;agent 27;agent 28;agent 29;agent 30;agent 31;agent 32;agent 33;agent 34;agent 35;agent 36;agent 37;agent 38;agent 39;agent 40;agent 41;agent 42;agent 43;agent 44;agent 45;agent 46;agent 47;agent 48;agent 49;agent 50;agent 51;agent 52;agent 53;agent 54;agent 55;agent 56;agent 57;agent 58;agent 59;agent 60;agent 61;agent 62;agent 63;agent 64;agent 65;agent 66;agent 67;agent 68;agent 69;agent 70;agent 71;agent 72;agent 73;agent 74;agent 75;agent 76;agent 77;agent 78;agent 79;agent 80;agent 81;agent 82;agent 83;agent 84;agent 85;agent 86;agent 87;agent 88;agent 89;agent 90;agent 91;agent 92;agent 93;agent 94;agent 95;agent 96;agent 97;agent 98;agent 99;agent 100
1;13;0.59;0.25;0.59;0.30;0.46;0.76;0.66;0.47;0.51;0.33;0.62;0.62;0.8;0.4;0.45;0.86;1;0.77;0.71;0.88;0.74;0.72;0.01;0.76;0.68;0.74;0.99;0.58;0.71;0.56;0.99;0.59;0.17;0.6;0;0.29;0.32;0;0.85;0.45;0.63;0.95;0.62;0.55;0.77;0.56;0.98;0.34;0.46;0.87;0.41;0.54;0.21;0.99;0.75;0.6;0.11;0.52;0.81;0.44;0.23;0.52;0.6;0.68;0.95;0.2;0.62;0.56;0.51;0.98;0.58;0;0.99;0.47;0.62;0.6;0.99;0.61;0.53;0.82;0.43;0.41;0.24;0.59;0.58;0.57;0.99;0.99;0.39;0.49;0.76;0.46;0.95;0.71;0.31;0.86;0.69;0.62;0.5;0.74;0.56;0.34;0.81;0.41;0.58;0.54
2;13;0.60;0.27;0.59;0.40;0.44;0.84;1;0.75;0.36;0.99;0;0.52;0.52;0.02;0.5;0.4;0.68;0.39;0;0.59;0.62;0.45;0.58;0.88;0.61;0.51;0.41;0.96;0.01;0.77;0.54;0.61;0.31;0.98;0.54;0.95;0.25;0.66;0.88;0.5;0.5;0.34;0.36;0.48;0.71;0.44;0.73;0.65;0.13;0.62;0.52;0.85;0.84;0.85;0.36;0.71;0.84;0.78;0.59;0.8;0.42;0.5;0.72;0.76;0.9;1;0.99;0.92;0;0.34;0.98;0.4;0.84;0.52;0.74;0.43;0.39;0.71;0.49;0.9;1;1;0.66;0.88;1;0;0.56;0.57;0.99;0.59;0.99;0.99;0.69;0.75;0.5;0.44;0.69;0.46;1;0.26;0.19;0.54;0.76;0.39;0.52;0.12
3;13;0.49;0.27;0.49;0.36;0.31;0.66;0.29;0.59;0.04;0.64;0.02;0.15;0.03;1;0.51;0.65;0.01;0.56;0.45;0.63;0.28;0.67;0.61;0.32;1;0.98;0.84;0.68;0.47;1;0.44;0.38;0.02;0.43;0.74;0.24;0.81;0.13;0.63;0;0.34;0.49;0.41;0.6;0.06;0.65;0.5;0.34;0.02;0.87;0.32;0.52;0.21;0.31;0.27;0.01;0.38;0.2;0.57;0.48;0.98;0.68;0.93;0.52;0.82;0.28;0.66;0.99;0.12;0.88;0.21;0.33;0.69;0.25;0.01;0.24;0.67;0.34;0.33;0.55;0.63;0.02;1;0.45;0.68;0.68;0.49;0.37;0.63;0.61;0.54;1;0.48;0.28;0.72;0.45;0.33;0.5;0.4;0.48;0.52;0.39;0.57;1;0.7;0.44
4;13;0.55;0.22;0.53;0.18;0.45;0.63;0.78;0.51;0.5;0.63;0.52;0.23;0.52;0.01;0.53;1;0.55;0.63;0.51;0.67;0.73;0.5;0.49;0.28;0.45;0.61;0.59;0.52;0.74;0.54;0.52;0.38;1;0.7;0.19;1;0.98;0.56;0.78;0.43;0.53;0.47;0.45;0.58;0.88;0.5;0.54;1;0.58;0.39;0.66;0.41;0.48;0.02;0.53;0.49;0.02;0.53;0.96;0.3;0.72;0.99;0.33;0.98;0.01;0.6;0.55;0.48;0.57;0.63;0.52;0.49;0.38;0.57;0.56;0.57;1;0.66;0.02;0.49;0.7;0.6;0.29;0.46;0.43;0.48;0.58;0.59;0.55;0.45;0.58;0.62;0.32;0.67;0.39;0.54;0.52;0.64;0.99;0.45;0.52;0.29;0.36;0.42;0.52;0.58
5;13;0.53;0.28;0.55;0.40;0.34;0.74;0.86;0.14;0.6;0.01;0.8;0.02;0.7;0;0.42;0.5;0.44;0.85;0.64;0.5;0.89;0.33;0.77;0.63;0.4;1;0.7;0.81;0.65;0.99;0.4;0.6;0.34;0.52;0.4;0.67;0.34;0.74;0.71;0.37;0.82;0.32;0.01;0.37;0.55;0.44;0.73;0.98;0.77;0;0.62;0.66;0.1;0.78;0.3;0.5;0.02;0.73;0.37;1;0.99;0.39;0.01;0.02;0.81;0.77;0.68;0.99;0.8;0.69;0.02;0.6;0.55;0.38;0.29;0.32;0.68;0.3;0.36;0.99;0.44;0.4;0.64;0.53;0.25;0.59;0.83;0.33;0.23;0.54;0.43;0.77;0.01;0.86;0.76;0.56;0.33;0.12;0.56;1;0.21;0.69;0.53;0.51;0.75;0.71
6;13;0.35;0.22;0.35;0.31;0.19;0.49;0.13;0.55;0.48;0.34;0.58;0.47;0.42;0.31;0.55;0.5;0.24;0.37;0.3;0.19;0.32;0.11;0.19;0.57;0.59;0.44;0.4;0;0.21;0.57;0.28;0.01;0.3;0.12;0.51;0.18;0.35;0.72;0.46;0.01;0.37;0.37;0.57;0.01;0.17;0.98;0.26;0.42;0.67;0.12;0.78;0.38;0.01;0.35;0.2;0.25;0.32;0.23;0.51;0.26;0.02;0.48;0.98;0.15;0.54;0.11;1;0.33;0.48;0.5;0.01;0.41;0.02;0.33;0.02;0.29;0.17;0.59;0.48;0.55;0.25;0.36;0.01;0.55;0.23;0.47;0.61;0.49;0.37;0.17;0.44;0.43;0.53;0.31;0;0.53;0.47;0.42;0.1;0.2;0.38;0.15;0.02;0.62;0.08;0.35
7;13;0.66;0.22;0.68;0.24;0.56;0.79;0.01;0.61;0.62;0.59;0.74;0.72;0.67;0.99;0.72;0.73;0.72;0.74;0.9;0.52;0.16;0.5;0.34;0.87;1;0.06;0.61;0.77;0.82;0.86;0.48;0.54;0.5;0.79;0.61;0.98;0.02;0.62;0.76;0.68;0.68;0.67;0.53;0.62;0.72;0.01;0.71;0.52;0.02;0.64;0.58;0.66;0.51;0.56;0.98;0.47;0.62;0.63;0.51;1;0.64;0.68;0.84;0.4;0.5;0.43;0.93;0.79;0.56;0.88;0.85;0.84;0.6;0.98;0.79;0.91;0.8;0.67;0.78;0.61;0.98;0.81;0.98;0.54;0.73;0.72;0.83;0.79;0.81;0.99;0.44;0.62;0.72;0.7;0.59;0.79;0.73;0.57;0.84;0.54;0.53;0.94;0.68;0.76;0.46;0.75
8;13;0.51;0.27;0.50;0.34;0.35;0.68;0.95;0.36;0.65;1;0.5;0.01;0.01;0.81;0.4;0.98;0.59;0.75;0.29;0.02;0.38;0.55;0.46;0.66;0.43;0.55;0.53;0.69;0.35;0.83;0.53;0.62;0.68;0.37;0.53;0.94;0.24;0.86;0.43;0.83;0.54;0.31;0.29;0.1;0.38;0.57;0.77;0.3;0.58;0.4;0.57;0.15;0.65;1;0.48;0.7;0.5;0.71;0.21;0.36;0.11;1;0.48;0.02;0.23;0.37;0.23;0.27;0.68;1;0.51;0.55;0.21;0.45;0.51;0.96;0.7;0.47;0.99;0.63;0.77;0.12;0.48;0.77;0.65;0;0.5;0.43;0.27;0.41;0.43;0.38;0;0.33;1;0.54;0.18;0.88;0.87;0.48;0.53;0.34;1;0.5;0.64;0.02
9;13;0.43;0.22;0.42;0.29;0.29;0.57;0.22;0.17;0.39;0.18;0.29;0.53;0.32;0.49;0.15;0.33;0.39;0.23;0.3;0.33;0.28;0.82;0.16;0.99;0.26;0.6;0.57;0;0.01;0.47;0.75;0.18;0.56;1;0.34;0.44;0.46;0.5;0.37;0.39;0.67;0.29;0.38;0.67;0.99;0.68;0.23;0.35;0.25;0.32;0.38;0.48;0.12;0.17;0.36;0;0.58;0.41;0.54;0.42;0.43;0.53;0.71;0.37;0.59;0.35;0.52;0.5;0.63;0.99;0.24;0.22;0.58;0.38;0.44;0.27;0.45;0.43;0.52;0.08;0.6;0.26;0.55;0.81;0.37;0.35;0.58;0.57;0.6;0.42;0.47;0.25;0.31;0.63;0.45;0.69;0.25;0.58;0.32;0.2;0.46;0.06;0.65;0.75;0.32;0.98
10;13;0.53;0.20;0.51;0.17;0.44;0.61;0.51;0.51;1;0.82;0.41;0.99;0.36;0.45;0.54;0.98;0.53;0.58;0.4;0.64;0.82;0.59;0.49;0.98;0.48;0.77;0.57;0.47;0.36;0.74;0;0.27;0.59;0.47;0.54;0.36;0.23;0.52;0.2;0.53;0.51;0.52;1;0.46;0.42;0.62;0.47;0.17;0.61;0.5;0.74;0.86;0.43;0.59;0.41;0.68;0.46;0.66;1;0.3;0.42;0.48;0.56;0.43;0.53;0.44;0.15;0.43;0.55;0.46;0.51;0.5;0.68;0.58;0.46;0.69;0.51;0.23;0.48;0.92;0.47;0.34;0.46;0.48;0.61;0.63;0.79;0.51;0.85;0.33;0.42;0.44;0.51;0.48;0.61;0.62;0.45;0.54;0.48;0.36;0.38;0.6;0.45;0.47;0.64;0.01
11;13;0.50;0.26;0.45;0.35;0.31;0.66;0.46;0.33;0.01;0.37;0.63;0.01;0.27;0.37;0.6;0.2;1;0.23;0.28;0.98;0.33;0.26;0.36;0.98;0.78;0.67;0.31;0.34;0.34;0.88;0.19;0.75;0.28;0.48;0.34;0.34;0.54;0.3;0.72;0.57;0.41;0.99;0.02;0.3;0.41;0.39;0.3;0.93;0.33;0.32;0.26;0.54;0.25;0.46;0.93;0.38;0.52;0.29;0.56;0.19;0.56;0.57;0.36;0.27;0.6;0.28;1;0.43;0.65;0.33;0.81;0.53;0.83;0.43;0.52;0.23;0.45;0.3;0.5;0.86;0.48;0.77;0.52;0.61;0.01;0.56;0.44;0.25;0.24;0.99;0.72;0.32;0.98;0.53;0.51;1;0.89;0.82;0.99;0.41;1;0.21;0.32;1;0.52;0.46
12;13;0.52;0.31;0.49;0.50;0.28;0.78;0.43;0.32;0.01;1;0.44;0.77;0.73;0.36;0.23;0.01;0.86;0.34;0.25;0.51;0.24;0.28;0.99;1;0.21;0.52;0.02;0.27;0.26;0;0.81;0.99;0.72;0.17;0.86;0.59;0.15;0.7;0.87;0.29;0.41;0.01;0.16;0.79;0.99;0.2;0.52;1;0.58;0.83;0.76;0.29;0.25;0.41;0.29;0.01;0.59;0.12;0.3;0.81;0.93;0.98;0.51;0.96;0.15;0.42;0.43;0.47;0.09;0.13;0.28;0.29;0.68;1;1;0.48;0.42;0.01;0.01;0.45;0.46;0.77;0.57;0.48;0.82;0.91;1;0.74;0.34;0.32;0.57;0.3;0.65;0.61;0.16;0.72;1;0.21;0.57;0.91;0.71;0.59;0.6;0.95;0.71;0.98
13;13;0.46;0.26;0.41;0.36;0.28;0.64;0.75;0.13;0.1;0.47;0.4;0.34;0.99;0.24;0.2;0.16;0.28;0.34;0.4;0.42;0.56;0.58;0.98;0.42;0.5;0.43;0.71;0.32;0.47;0.17;0.29;0.05;0.45;0.31;0.17;0.87;0.77;0.57;0.3;0.64;0.78;0.28;0.42;0.24;0.39;1;0.65;0.39;0.74;0.75;0.32;0.01;0.22;0.42;0.71;0.89;0.56;0.64;0.46;0.34;0.29;0.31;0.47;0.29;0.45;0.85;0.31;0.32;0.35;0.3;0.26;0.72;0.99;1;0.71;0.63;0.34;0.02;0.2;0.48;0.57;0.28;0.4;0.81;0.19;0.15;0.22;0.42;0.4;0.52;0.01;0.21;0.96;0.54;0.2;1;0.98;0.19;0.16;0.3;0.42;0.68;0.49;0.97;0.33;0.19
14;13;0.50;0.25;0.50;0.35;0.31;0.66;0.3;0.58;0.39;0.29;0.39;0.31;0.64;0.44;0.53;0.7;0.63;0.5;0.98;0.6;0.27;0.49;0.21;0.63;0.24;0.72;0.27;0.4;1;0.41;0.56;0.6;0.59;0.39;0.71;0.6;0.34;0.31;0.99;0.33;0.55;0.52;0.44;0.9;0.82;0.47;0.31;0.43;0.2;0.01;0.75;1;0.98;0.73;0;0.42;0.73;0.39;0.37;0.48;0.6;0.77;0.5;0.26;0.67;0.7;0.29;0.53;0.42;0.51;0.34;0.54;0.15;0.99;0.8;0.61;0.95;0.66;0.55;0.59;0.36;0.59;0.18;0.35;0.76;0.26;0.95;0.77;0.22;0.3;0.24;0.89;0.47;0;0;0.34;0.31;0.33;0.6;0.1;0;0.66;0.46;0.23;0.82;0.63
15;13;0.57;0.25;0.59;0.29;0.44;0.73;0.77;0.49;1;0.61;0.7;0.36;1;0.57;0.64;0.42;0.57;0.46;0.01;0.56;0.71;0.4;0.85;0.86;0.99;0.02;0.58;0.6;0.44;0.17;0.61;0.52;0;0.09;0.93;0.67;0.86;0.96;0.38;0.32;0.41;0.44;0.94;0.58;0.77;0.77;0.44;0.43;0.01;1;0.59;0.31;0.57;0.65;0.44;0.56;0.32;0.62;0.58;0.86;0.73;0.69;0.53;0.8;0;0.48;0.48;0.99;0.73;0.75;0.74;0.72;0.58;0.64;0.57;0.44;0.31;0.68;0.63;0.68;0.72;0.68;0.72;0.66;0.5;0.02;0.59;0.66;0.23;0.82;0.74;0.73;0.33;0.37;0.51;0.45;0.99;0.26;0.74;0.85;0.6;0.44;0.4;0.24;0.99;0.62
16;13;0.52;0.23;0.49;0.21;0.40;0.61;0.95;0.8;0.59;0.49;0.56;0.65;0.61;0.81;0.62;0.46;0.25;0.16;0.99;0;0.42;0.4;0.54;1;0.89;0.21;0.2;1;0.53;0.58;0.43;0.98;0;0.4;0.57;0.7;0.67;0.16;0.45;0.36;0.99;0.4;0.45;0.64;0.45;0.56;0.6;0.61;0.34;0.52;0.46;0.43;0.49;0.49;0.19;0.01;0.25;0.55;0.49;0.42;0.99;0.45;0.4;0.51;1;0.38;0.46;0.49;0.37;0.25;0.43;0.58;0.45;0.43;0.57;0.66;0.36;0.71;0.23;0.38;0.45;0.43;0.64;0.43;0.32;0.95;0.56;0.45;0.54;0.6;0.32;0.44;0.52;0.4;0.55;1;0.69;0.54;0.99;0.32;0.58;0.47;0.31;0.35;1;0.54
17;13;0.37;0.25;0.31;0.34;0.18;0.52;0.12;0.01;0.26;0.29;0.38;0.79;0.11;0.61;0.53;0.11;0.99;0.21;0.67;0.13;0.25;0.21;0.17;0.51;0.32;0.02;0.32;0.02;0.24;0.02;0.51;0.28;0.3;0.24;0.31;0.21;0.38;0.19;0.11;0.01;0.48;0.16;0.55;0.52;0.42;0.63;0.47;0.52;0.18;0.59;0.31;0.36;0.53;0.35;0.84;0.98;0.4;0.16;0.19;0.17;0.22;0.99;1;0.19;0.58;1;0.41;0.92;0.49;0.18;0.75;0.14;0.55;0.17;0.15;0.02;0.49;0.18;0.18;0.64;0.5;0.52;0.31;0.7;0.14;0.13;0.24;0.67;0.2;0.64;0.51;0.32;0.23;0.34;0.18;0.3;0.72;0.32;0.22;0;0.26;0.51;0.35;0.58;0.27;0.3
18;13;0.58;0.24;0.60;0.35;0.40;0.75;0.44;0.34;0.4;0.76;0.24;0.97;0.35;0.38;0.82;0.76;1;0.66;0.59;0.57;0.63;0.65;0.48;0.53;0.76;0.69;0.7;0.83;1;0.01;0.46;0.63;0.47;0.28;0.33;0.19;0.65;0.56;0.6;0.91;0.31;0.19;0.58;0.57;0.76;0.56;1;0.3;0.63;0.68;0.88;0.81;0.69;0.7;0.75;0.22;0.25;0.76;0.6;0.26;0.77;0.78;0.58;0.4;0.01;0.63;0.62;0.52;0.63;0.84;0.42;0.59;0.48;0.4;0.55;0.26;0.99;0.15;0.87;0.69;0.62;0.56;0.53;0.59;0.29;0.28;0.29;0.38;0.67;0.28;0.72;0.34;0.56;0.62;0.73;0.99;0.46;0.99;0.77;0.71;0.17;1;0.62;0.77;0.98;0.53
19;13;0.46;0.22;0.45;0.24;0.32;0.55;0.6;0.87;0.72;0.68;0.26;0.69;0.44;0.28;0.54;0.52;0.57;0.54;0.5;0.34;0.3;0.41;0.26;0.4;0.49;0.4;0.4;0.37;0.56;0.52;0.53;0.98;0.99;0.31;0.41;0.25;0.49;0.22;0.24;0.19;0.64;0.28;0.45;0.56;0.47;0.82;0.5;0.43;0.55;0;0.29;0.32;0.51;0;0.49;0.53;0.55;0;0.09;0.35;0.86;0.17;0.54;0.45;0.55;0.28;0.54;0.02;0.17;0.32;0.4;0.62;0.23;0.48;0.51;0.4;0.29;0.02;0.66;0.42;0.52;0.45;0;0.54;0.81;0.77;0.4;0.73;0.57;0.99;0.7;0.55;0.42;0.4;0.78;0.45;0.33;0.64;1;0.62;0.42;0.29;0.43;0.14;0.39;0.34
20;13;0.61;0.24;0.60;0.26;0.51;0.76;0.57;0.49;0.99;0.99;0.72;0.77;0.95;0.44;0.4;0.65;0.57;0.83;0.55;0.67;0.81;0.79;0.68;0.63;0.57;0.49;0.54;0.49;1;0.32;0.45;0.9;0.02;1;0.76;0.43;0.6;0.78;0.7;0.76;0.77;0.81;0.99;0.73;0.3;0.64;0.54;0.75;0.54;0.4;0.86;0.63;0.61;0.52;0.46;0.59;0.54;0.22;0.88;0.59;0.61;0.37;0.51;0;0;0.57;0.3;0.61;0.98;0.58;0.36;0.47;0.02;0.61;0;0.6;0.56;0.99;0.55;1;0.63;0.23;0.92;0.53;0.56;0.57;0.55;0.76;0.57;0.68;0.87;0.64;1;0.66;0.78;0.58;0.65;0.81;0.43;0.57;0.71;0.68;0.01;1;0.74;0.43
21;13;0.51;0.28;0.50;0.40;0.32;0.72;0.15;1;0;0.55;0.73;0.69;0.02;0.82;0.58;0.37;0.79;0.2;0;0.82;0.19;0.58;0.5;0.31;0.38;0.57;0.38;0.44;0.33;0.51;0.35;0.49;0.36;0.2;0.6;0.53;0.02;0.41;0.48;0.52;0.12;0.74;0.64;0.41;0.42;0.13;0.75;1;0.99;1;0.42;0.02;0.65;0.33;0.65;0.86;0.11;0.33;0.24;0.33;0.61;0.53;0.73;0.75;0.42;0.99;0.79;0.27;0.61;0.44;0.29;0.32;0;0.29;0.72;0.58;0.37;1;0.31;0.99;0.6;0.01;0.85;0.32;0.32;0.95;1;0.58;0.64;0.38;0.56;0.68;0.6;0.73;0.69;0.34;0.75;0.64;0.99;0.42;0.34;0.29;0.02;0.82;0.93;0.21
22;13;0.56;0.21;0.55;0.25;0.46;0.70;0.4;0.16;0.02;0.72;0.6;0.69;0.76;1;0.7;0.5;0.65;0.66;0.77;0.99;0.48;0.36;0.65;0.29;0.27;0.36;0.55;0.64;0.7;0.53;0.81;0.55;0.74;0.25;0.46;0.55;0.55;0.98;0.57;0.6;0.34;0.58;0.44;0.3;0.91;0.72;0.52;0.52;0.48;0.81;0.6;0.46;0.5;0.46;0.75;0.49;0.83;0.61;0.23;0.34;0.44;0;0.21;0.32;0.63;0.49;0.63;0.65;0.3;0.67;0.51;0.79;1;0.31;0.49;0.53;0.4;0.46;0.37;0.98;0.38;0.55;0.55;0.34;0.99;0.48;0.5;1;0.53;0.49;0.51;0.47;0.68;0.83;0.76;0.67;0.7;0.05;0.7;0.4;0.63;0.54;0.53;0.78;0.81;0.68
23;13;0.56;0.27;0.58;0.39;0.35;0.73;0.3;0.87;0.92;0.88;0.36;0.98;0.77;0.89;0.47;0.8;0.65;0.41;0.27;0.87;0.23;0.73;0.25;1;0.38;0.5;0.59;0.67;0.36;0.83;0.96;0;0.28;0.7;0.37;0.28;0.45;0.73;0.99;0.99;0.54;0.69;0.44;0.35;0.46;0.64;0.41;0.81;0.84;0.7;0.33;0.51;0.1;0.49;1;0.69;0.66;0.14;0.33;0.02;0.74;0.27;0.37;0.34;0.62;0.18;1;0.7;0.69;0.98;0.28;0.58;1;0.71;0.22;0.17;0.99;0.33;0.73;0.7;0.01;0.59;0.49;0.71;0.48;0.58;0.7;0.67;0.1;0.98;0.39;0.79;0.98;0.62;0.29;0.73;0.25;0.53;0.36;0.65;0.49;0.29;0.45;0.77;0.12;0.43
24;13;0.43;0.26;0.39;0.30;0.28;0.57;0.36;0.01;0.57;0.32;0.32;0.11;0.36;0.18;0.47;0.38;0.36;0.4;1;0.64;0.42;0.34;0.02;0.27;0.98;0.37;0.85;0.75;0.4;0.39;0.25;0.78;0.01;0.57;1;0.27;0.36;0;0.99;0.52;0.71;0.31;0.27;0.34;0.32;0.27;0.24;0.01;0.06;0.7;0.27;0.3;0.32;0.89;0.55;0.08;0.63;0.29;0.41;0.27;0.39;0.4;0.02;0.38;0.99;0.29;0.54;0.46;0.39;0.53;0.87;0.02;0.44;0.28;0.4;0.83;0.73;0.12;0.24;0.32;0.59;0.39;0.36;0.5;0.7;0.63;0.99;0.5;0.48;0.36;0;0.01;0.45;0.78;0.34;0.63;0.2;0.47;0.46;0.73;0.26;0.58;0.87;0.42;0.41;0.35
25;13;0.57;0.22;0.52;0.28;0.43;0.71;0;0.62;0.49;0.34;0.75;0.36;0.99;1;0.74;0.35;0.44;0.56;0.45;0.52;0.62;0.49;0.46;0.37;0.43;0.55;0.57;0.69;0.58;0.55;0.02;0.47;0.53;0.55;0.46;0.53;0.83;0.16;0.61;0.3;0.47;0.52;0.36;0.74;0.42;0.47;1;0.55;0.75;0.39;0.51;0.46;1;0.32;0.45;0.42;0.7;0.71;0.94;0.49;0.41;0.64;0.41;0.44;0.56;0.55;0.73;0.76;0.36;1;0.95;1;0.51;0.55;0.49;0.58;0.92;0.63;0.37;0.59;0.79;0.39;0.51;0.15;0.46;0.5;0.88;0.52;0.72;0.33;0.47;0.44;0.74;0.43;0.97;0.24;0.62;0.77;1;0.28;0.5;0.89;0.98;0.42;0.4;0.64
26;13;0.43;0.24;0.40;0.30;0.28;0.57;0.71;0.3;0.38;0.99;0.26;0.09;0.43;0.07;0.52;0.01;0.44;0.4;0.39;0.27;0.67;0.73;0.75;0.4;0.64;0.68;0.63;0.19;0.23;0.66;0.39;0.35;0;0.49;0.35;0.53;0.21;0.84;0.63;0.02;0.18;0.42;0.39;0.25;0.58;0.37;0.36;0.3;0.22;0.35;0.34;0.54;0.39;0.56;0.58;0.53;0.26;0.55;0.25;0.02;0.32;0.01;0.01;1;0.76;0.51;0.99;0.45;0.39;0.63;1;0.68;0.55;0.33;0.01;0.02;0.24;0.38;0.37;0.52;0.57;0.35;0.43;0.56;0;0.59;0.55;0.21;0.43;0.09;0.54;0.38;0.98;0.31;0.47;0.46;0.5;0.66;0.28;0.26;0.3;0.61;0.81;0.48;0.37;0.67
27;13;0.51;0.23;0.51;0.28;0.37;0.65;0.01;0.54;0.99;0.7;0.37;0.42;0.64;0.41;0.51;0.47;0.69;0.25;0.65;0.88;0.77;0.8;0.53;0.39;0.46;1;0.39;0.27;0.51;0.99;0.53;0.36;0.65;0.72;0.27;0.31;1;0.01;0.64;0.43;0.64;0.57;0.99;0.44;0.5;0.59;0.01;0.47;0.64;0.73;0.55;0.01;0.32;0.36;0.69;0.6;0.63;0.54;0.47;0.43;0.45;0.68;0.26;0.31;0.59;0.79;0.31;0.49;0.68;0.01;0.39;0.37;0.47;0.56;0.69;0;0.44;0.34;0.61;1;0.81;0.36;0.73;0.65;0.57;0.92;0.51;0.3;0.67;0.52;0.72;0.55;0.28;0.4;0.46;0.53;0.53;0.5;0;0.81;0.22;0.38;0.41;0.41;0.26;0.3
28;13;0.56;0.26;0.56;0.36;0.39;0.75;0.39;0.53;0.72;0.41;0.32;0.86;0.26;0.98;1;0.45;0.66;0.91;0;0.22;0.42;0.35;0.84;0.71;0.99;0.53;0.84;1;0.71;0.64;0.47;0.96;0.48;0.37;0.4;1;0.8;0.01;0.42;0.82;0.61;0.56;0.61;0.42;0.61;0.27;0.29;0.76;0.48;0.35;0.28;0.74;0.57;0.35;0.62;0.41;0.28;0.65;0.62;0.69;0.58;0.84;0.36;0.47;0.33;0.35;0.35;0.53;0;0.62;0.43;0.49;1;0.82;0.01;0.44;1;0.99;0.88;0.96;0.41;0.99;0.47;0.24;0.78;0.7;0.63;0.46;0.63;0;0.63;0.58;0.99;0.42;0.58;0.82;0.42;0.71;0.67;0.45;0.17;0.68;0.32;0.36;1;0.28
29;13;0.62;0.23;0.65;0.32;0.46;0.78;0.43;0.99;0.7;0.65;0.35;0.62;0.79;0.83;0.42;0.71;0.32;0.58;0.37;0.53;0.47;1;0.6;0.62;0.7;0.55;1;0.44;0.78;0.21;0.35;0.96;0.86;0.75;0.67;0.5;0.98;0.57;0.71;0.69;0.67;0.58;0.99;0.79;0.48;1;0.01;0.39;0.61;0.3;0.81;0.53;0.71;0.86;0.98;0.39;0;0.73;0.67;0.2;0.89;0.71;0.57;0.64;0.46;0.4;0.66;1;0.58;0.49;0.39;0.85;0.74;0.78;0.36;0.46;0.8;0.6;1;0.54;0.54;0.68;0.52;0.54;0.99;0.32;0.47;0.68;0.35;0.68;0.35;0.77;0.44;0.29;0.98;0.4;0.65;0.67;0.65;0.88;0.86;0.75;0.87;0.57;0.01;0.78
30;13;0.61;0.22;0.60;0.32;0.45;0.76;0.98;0.38;0.71;0.92;0.41;0.47;1;0.76;0.46;0.43;0.59;0.62;0.26;0.67;0.92;0.4;0.61;0;0.73;0.99;0.62;0.64;0.52;0.45;0.99;0.66;0.74;0.55;0.7;0.78;0.65;0.39;0.81;0.41;0.43;0.67;0.59;0.99;0.43;0.56;0.53;0.63;0.75;1;0.77;0.86;0.47;0.54;0.5;0.58;0;0.37;0.98;0.82;0.4;0.79;0.71;0.59;0.34;0.52;0.97;1;0.5;0.4;0.41;0.52;0.98;0.56;0.77;0.36;0.75;0.43;0.59;0;0.3;0.37;0.59;0.28;0.77;0.71;0.64;0.89;0.47;0.6;0.83;0.8;0.61;0.55;0.66;0.64;0.64;0.51;0.32;0.63;0.22;0.84;0.43;0.72;0.46;0.76
31;13;0.39;0.26;0.33;0.34;0.22;0.56;0.28;0.99;0.18;0.45;0.16;0.31;0.22;0.58;0.45;1;0.01;1;1;0.42;0.02;0.02;0.99;0.23;0.4;0.81;0.37;0.55;0.01;0.98;0.65;0.3;0.5;0.24;1;0.66;0.18;0.07;0.08;0.31;0.65;0.29;0.63;0.04;0.02;0.46;0.17;0.12;0.24;0.11;0.21;0.91;0.34;0.58;0.36;0.35;0.85;0.37;0.15;0.51;0.67;0.23;0.21;0.15;0.33;0.52;0.27;0.02;0.39;0.27;0.31;0.52;0.28;0.58;0.42;0.45;0;0;0.32;0.51;0.28;0.28;0.51;0.57;0.68;0.01;0.61;0.3;0.79;0.62;0.31;0.32;0.29;0.21;0.09;0.6;0.44;0.34;0.51;0.53;0.59;0.28;0.31;0.26;0.35;0.09
32;13;0.47;0.27;0.46;0.37;0.29;0.66;0.2;0;0.21;0.02;0.42;0.01;0.98;0.01;0.17;1;0.12;0.68;0.99;0.34;0.38;0.18;0.52;0.94;0.5;0.53;0.49;0.5;0.65;0.4;0.46;0.54;0.56;0.87;0.4;0.12;0.55;0;0.79;0.76;0.51;0.48;0.88;0.33;0.43;0.76;0.68;0.68;0.46;0.26;0.48;0.48;0.01;0.44;0.44;0.69;0.39;0.4;0.99;0.8;0.26;1;0.67;0.34;0.64;0.45;0.98;0.01;0.32;0.51;0.21;0.16;0.67;0.29;0.68;0.02;0.63;0.4;0.46;0.47;0.32;0.27;0.36;0.8;0.57;0.85;0.29;0.29;0.13;0;0.99;0.51;0.24;0.53;0.36;0.37;0.47;0.14;0.49;0.01;0.47;0.35;0.56;0.81;0.99;0.28
